subject,first_email_date,email_count
July Rent Statement,2025-06-24,2
June Newsletter,2025-06-24,2
Master Roofing Capital?,2025-06-24,2
New Server and BuzzBid,2025-06-24,2
"Next Day Positive Pay NY: 16 Exceptions totaling $231,147.85",2025-06-24,2
Play Dead. Stay Alive.,2025-06-24,2
Quote request for Bellows,2025-06-24,2
RE: 284 4th_100%DD_Pricing,2025-06-24,2
RE: CP210107 - Phase 2 Delayed - 206 Ditmas Ave,2025-06-24,2
RE: Edgemere A2 Roofing RFP,2025-06-24,12
Re: 224 3rd Ave - Roofing,2025-06-24,4
Re: 4030 18'th Avenue - Round Coping,2025-06-24,2
Re: Edgemere A2 Roofing RFP,2025-06-24,16
Re: Facade Restoration Group Bid Request 16-14,2025-06-24,4
Re: New Server and BuzzBid,2025-06-24,6
Re: Request for Paver Quote,2025-06-24,2
Request for Pricing – 24-Gauge Stainless Steel Flashing,2025-06-24,2
Upcoming Holiday PBX Changes | Independence Day 2025,2025-06-24,2
You rely on us for your smartphone. Now add internet,2025-06-24,2
Your invoice 168 from Mavriq,2025-06-24,2
1 Wythe Ave - Waterproofing for Plaza Area - Master Roofing,2025-06-25,2
1351 Dekalb_Roofing/Stucco_Master Roofing,2025-06-25,2
532 Neptune Pending Change Orders,2025-06-25,2
Amendment # 4 with RFI Answer - Relocation of Radiology B...,2025-06-25,2
Application for Job at Master Roofing,2025-06-25,2
"Aron (Heshy), add Isaac ‘Yitzi’ Nussbaum - Founder / Team Leader 💬",2025-06-25,2
Asana,2025-06-25,2
Automatic response Re: 427 Marcy Ave,2025-06-25,2
Due Date Extension (7.3.25) from CONSIGLI CONSTRUCTION - HHFT Breakneck Connector - West Side GMP,2025-06-25,4
"Faigy, getting exclusive shopping & shipping benefits is easy with a free business account",2025-06-25,2
"Final Inspection Completed for MASTER ROOFING & SIDING INC  (Project # 94-15 Sutphin, Project Name:   4907877",2025-06-25,2
Fwd: 1351 Dekalb_Roofing/Stucco_Master Roofing,2025-06-25,2
Fwd: [EXTERNAL] M/WBE,2025-06-25,2
"Galaxy = Open Balance Report = $2,170,752.34",2025-06-25,2
How to use AI to find better deals,2025-06-25,2
Invite accepted! Now set up a 1:1 project with sweiss,2025-06-25,4
Manufacturing's big shortfall,2025-06-25,2
"Next Day Positive Pay NY: 11 Exceptions totaling $37,582.78",2025-06-25,2
Please contact us - your compliance may be overdue,2025-06-25,2
Quick breakdown of that $78K boost,2025-06-25,2
RE: 162 E 36th Street Elastomeric Coating Samples,2025-06-25,2
RE: 34-20 JB - Arch Field report corrections,2025-06-25,2
RE: 57 South 6 Roofing,2025-06-25,6
Re: 1216 Putman Ave - STO Brick Facade,2025-06-25,4
Re: 1351 Dekalb_Roofing/Stucco_Master Roofing,2025-06-25,4
Re: 1527 Morris - Updated Plans (Redesigned Building): 1527 Morris Avenue,2025-06-25,2
Re: 255 Avenue W- Roofing RFP,2025-06-25,6
Re: 2892 Nostrand Avenue,2025-06-25,10
Re: 2892 Nostrand Avenue- Master Roofing - Hanging Scaffolding proposal needed,2025-06-25,6
Re: 427 Marcy Ave,2025-06-25,12
Re: 57 South 6 Roofing,2025-06-25,10
Re: 84 Broadway l Waterproofing,2025-06-25,6
Re: Asana,2025-06-25,4
Re: Quote request for Bellows,2025-06-25,18
Repairs Todo list,2025-06-25,2
Report roof,2025-06-25,2
Request for Proposal: Roofing | 2683 Atlantic Ave,2025-06-25,2
SOPREMA Site Visit WP44572-1 for 1 Wythe Ave,2025-06-25,2
The 2026 Master Contractor Destination Is Here!,2025-06-25,2
Timeless. Simple. Summer.,2025-06-25,2
Tobyhanna Townhomes Army Depot Bid Extended 6.25.25 - Tob...,2025-06-25,2
Your expertise is requested!,2025-06-25,2
"fkohn, did you forget to send your comment in 57 South 6th St?",2025-06-25,2
💬 New comment on: 1527 Morris Avenue,2025-06-25,4
💬 New comment on: 410 40th St,2025-06-25,2
💬 New comment on: 706 E 36nd,2025-06-25,2
💬 New comment on: 84 Broadway,2025-06-25,2
1314 49,2025-06-26,2
"Aron, should I close the loop on this?",2025-06-26,2
Compliance Questions,2025-06-26,2
"Corporate Gifting, Done Beautifully 🎁",2025-06-26,2
Experience CeDUR's True Advantages,2025-06-26,2
FW: <[Secure]> RE: Check 36341,2025-06-26,2
Fwd: 1541 & 1555 60TH STREET_ CONSTRUCTION DRAWINGS DISTRIBUTION,2025-06-26,2
Fwd: 255 Avenue W- Roofing RFP,2025-06-26,2
Fwd: 2892 Nostrand Avenue,2025-06-26,2
Fwd: Franklin/Skillman - Roofing/Stucco/Pavers pricing,2025-06-26,2
Fwd: Report roof,2025-06-26,2
Fwd: Request for Proposal: Roofing | 2683 Atlantic Ave,2025-06-26,4
"Fwd: TACO BELL – LINDENHURST, NY Invitation to Bid",2025-06-26,2
Fwd: Will Serve letters (Master roofing) 43 Franklin Ave project,2025-06-26,2
INVITATION TO BID - 42-50 24th Street,2025-06-26,4
July E-Verify & Form I-9 Webinar Schedule,2025-06-26,2
LIC Project - Client Meeting To Discuss Details & Pricing,2025-06-26,2
Later today: What high-performing CRE teams are doing differently,2025-06-26,2
"Next Day Positive Pay NY: 6 Exceptions totaling $114,196.50",2025-06-26,2
Out of Office Re: 2892 Nostrand Avenue,2025-06-26,2
Out of Office Re: 303 East 44th St,2025-06-26,2
"RE: 340 Myrtle Ave. = Open Balance = $237,705.00",2025-06-26,2
RE: 84 Broadway l Waterproofing,2025-06-26,2
RE: CP200915 - 15 PARKVILLE AVE - CONSTRUCTION INSPECTION,2025-06-26,2
RE: Compliance Questions,2025-06-26,4
"RFP - 2"" Rubber Pavers & Filter Fabric - 75 Ross Street",2025-06-26,2
RFP - Paver Install - buildings AB&C,2025-06-26,2
Re: 1 Wythe Ave - Waterproofing for Plaza Area - Master Roofing,2025-06-26,10
Re: 1421 58th Street,2025-06-26,4
Re: Can I start?,2025-06-26,4
Re: Hire remote employee - starting at $7 an hour,2025-06-26,2
Re: LIC Project - Client Meeting To Discuss Details & Pricing,2025-06-26,4
"Re: RFP - 2"" Rubber Pavers & Filter Fabric - 75 Ross Street",2025-06-26,6
Re: RFP - Paver Install - buildings AB&C,2025-06-26,4
Re: Req-77 Water St-Tie Down System for Porcelain Pavers.,2025-06-26,4
Re: Request for Proposal: Roofing | 2683 Atlantic Ave,2025-06-26,2
Re: Will Serve letters (Master roofing) 43 Franklin Ave project,2025-06-26,14
Re: reaching out Aron,2025-06-26,2
Req-77 Water St-Tie Down System for Porcelain Pavers.,2025-06-26,2
Updated documentation needed,2025-06-26,2
Will Serve letters (Master roofing) 43 Franklin Ave project,2025-06-26,2
thoughts?,2025-06-26,2
109 pumpjacks,2025-06-27,2
355 Exterior Street - Roofing Submittals,2025-06-27,2
558 Sackett St-Request for pavers quote,2025-06-27,2
Bid Due Date Reminder + Low Voltage Drawings - 15 Old Dan...,2025-06-27,2
Fwd: INVITATION TO BID - 42-50 24th Street,2025-06-27,2
How they got so smart,2025-06-27,2
Lowest Working Capital Costs,2025-06-27,2
Lunch Monday 06/30/25,2025-06-27,2
Master Roofing And Siding - quick one,2025-06-27,2
New Summer Clubs!,2025-06-27,2
"Next Day Positive Pay NY: 4 Exceptions totaling $12,853.25",2025-06-27,2
Pavers - 75 Ross Street,2025-06-27,2
Pros like you are growing their business on Thumbtack,2025-06-27,2
RE: 354 East 194th St. - Roofing,2025-06-27,2
Re: 1314 49,2025-06-27,2
Re: 354 East 194th St. - Roofing,2025-06-27,2
Re: 355 Exterior Street - Roofing Submittals,2025-06-27,4
Re: 57 South 6th St,2025-06-27,2
Re: Compliance Questions,2025-06-27,2
Re_6208-8th ave_ PANEL & EIFS,2025-06-27,2
"Scope Sheets, Schedule, RFI Log, Owner Contract Issued from CONSIGLI CONSTRUCTION - HHFT Breakneck C",2025-06-27,4
Siding in Monsey,2025-06-27,2
[Webinar] Practical ChatGPT for Marketing Professionals - 5X your Productivity,2025-06-27,2
out of office Re: Roof Repair and Install,2025-06-27,2
"פרשת קרח תשפ""ה",2025-06-27,2
📥 Bharat assigned you a task: 52 4th Avenue [Bids] [Bids - Workflow],2025-06-27,2
Bharat Shahaji Shinde <bshinde@masterroofingus.com> messaged you on Google Chat while you were away,2025-06-28,2
"Aron (Heshy), follow Rajiv Khanna - Managing Attorney at Immigration.com - Law Offices of Rajiv S. Khanna, PC",2025-06-29,2
"Aron, [MONTH-END MADNESS]: Enterprise-grade GPS From $19.99/mo - Limited Time Offer!",2025-06-29,4
Re: Dee Voch Is Featuring Top Construction Services – Reach 100K+ Readers,2025-06-29,2
Struggling to Get Leads That Convert Aron? Here’s a Smarter Way,2025-06-29,2
Tips to help keep your account safe from fraud.,2025-06-29,2
170 West 225th Street: Subcontractor Invoice #11 has been changed to 'Revise and Resubmit',2025-06-30,2
4 Rubber Pavers Options - 75 Ross Street,2025-06-30,2
407 Remsen,2025-06-30,2
77 Water Street Pavers,2025-06-30,2
"Aron, here’s how roofers are saving 15+ hrs/month",2025-06-30,2
E-Verify Implements Login.gov to Secure Account Access,2025-06-30,2
Elevate Organizational Announcement,2025-06-30,2
FW: 3100 Ocean Parkway - FINAL Scope of Repairs,2025-06-30,2
Fw: SAFE Bldg. - Coping Spec.,2025-06-30,2
Fw: SAFE: Drawings Download,2025-06-30,2
Fwd: 185 Chrystie Neighbor Roof,2025-06-30,2
Fwd: 355 Exterior Street - Roofing Submittals,2025-06-30,2
Fwd: Edgemere A2 Roofing RFP,2025-06-30,2
Fwd: TileTech_Quote 59315,2025-06-30,2
Fwd: work rejected - 213 14th Street,2025-06-30,2
ID Drawings Uploaded - 15 Old Danbury Road - Wilton,2025-06-30,2
"Next Day Positive Pay NY: 9 Exceptions totaling $225,684.04",2025-06-30,2
Out of Office Re: 1726 49 - RFP - Master Roofing,2025-06-30,2
RE: 178 Throop Ave,2025-06-30,6
RE: Returned Check,2025-06-30,4
RE: Returned Check - Reason UTLA,2025-06-30,2
Re: 172-02 Hillside Ave - Pavers,2025-06-30,2
Re: 4 Rubber Pavers Options - 75 Ross Street,2025-06-30,4
Re: 407 Remsen,2025-06-30,4
Re: INVITATION TO BID - 42-50 24th Street,2025-06-30,2
Re: Pavers - 75 Ross Street,2025-06-30,2
Re: Returned Check,2025-06-30,6
Re: TileTech_Quote 59315,2025-06-30,2
Returned Check,2025-06-30,4
Returned Check - Reason UTLA,2025-06-30,2
"Smallish job - assume 2"" EPS",2025-06-30,2
Wausau Tile x FMConboy Sales,2025-06-30,2
When I Finally Realized I Was the Bottleneck...,2025-06-30,2
💬 New comment on: 1726 49th St,2025-06-30,2
💬 New comment on: 1726 49th st,2025-06-30,2
💬 New comment on: 355 Exterior,2025-06-30,2
